sector.name,subsector.name0,subsector.name,year,input.OM.fixed,OM.fixed,technology
base load generation,coal,coal_base_conv pul 1986-1990,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1986-1990,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1986-1990,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1986-1990,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1991-1995,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1991-1995,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1991-1995,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1991-1995,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1991-1995,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1996-2000,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1996-2000,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1996-2000,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1996-2000,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1996-2000,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2001-2005,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2001-2005,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2001-2005,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2001-2005,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2001-2005,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2006-2010,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2006-2010,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2006-2010,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2006-2010,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2006-2010,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2011-2015,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2011-2015,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2011-2015,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2011-2015,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2011-2015,1975,OM-fixed,19.37,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2016-2021,1975,OM-fixed,19.37,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2016-2021,1975,OM-fixed,19.37,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2016-2021,1975,OM-fixed,19.37,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2016-2021,1975,OM-fixed,19.37,coal (conv pul) (cooling pond)
