sector.name,subsector.name0,subsector.name,year,input.OM.fixed,OM.fixed,technology
base load generation,refined liquids,refined liquids_base_steam/CT,2030,OM-fixed,5.89,refined liquids (steam/CT) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC,2030,OM-fixed,7.49,refined liquids (CC) (once through)
base load generation,refined liquids,refined liquids_base_CC,2030,OM-fixed,7.49,refined liquids (CC) (seawater)
base load generation,refined liquids,refined liquids_base_CC,2030,OM-fixed,7.49,refined liquids (CC) (recirculating)
base load generation,refined liquids,refined liquids_base_CC,2030,OM-fixed,7.49,refined liquids (CC) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC_CCS,2030,OM-fixed,14.07,refined liquids (CC CCS) (once through)
base load generation,refined liquids,refined liquids_base_CC_CCS,2030,OM-fixed,14.07,refined liquids (CC CCS) (seawater)
base load generation,refined liquids,refined liquids_base_CC_CCS,2030,OM-fixed,14.07,refined liquids (CC CCS) (recirculating)
base load generation,refined liquids,refined liquids_base_CC_CCS,2030,OM-fixed,14.07,refined liquids (CC CCS) (dry cooling)
base load generation,solar,PV_base_storage,2030,OM-fixed,27.22,PV_base_storage
base load generation,solar,CSP_base_storage,2030,OM-fixed,12.96,CSP_base_storage
base load generation,wind,wind_base_storage,2030,OM-fixed,29.87,wind_base_storage
base load generation,coal,coal_base_conv pul 1951-1955,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1951-1955,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1951-1955,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1951-1955,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1951-1955,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1956-1960,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1956-1960,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1956-1960,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1956-1960,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1956-1960,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1961-1965,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1961-1965,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1961-1965,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1961-1965,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1961-1965,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1966-1970,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1966-1970,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1966-1970,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1966-1970,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1966-1970,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1971-1975,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1971-1975,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1971-1975,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1971-1975,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1971-1975,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1976-1980,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1976-1980,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1976-1980,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1976-1980,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1976-1980,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1981-1985,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1981-1985,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1981-1985,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1981-1985,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1981-1985,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1986-1990,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1986-1990,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1986-1990,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1986-1990,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1986-1990,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1991-1995,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1991-1995,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1991-1995,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1991-1995,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1991-1995,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1996-2000,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1996-2000,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1996-2000,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1996-2000,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1996-2000,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2001-2005,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2001-2005,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2001-2005,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2001-2005,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2001-2005,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2006-2010,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2006-2010,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2006-2010,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2006-2010,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2006-2010,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2011-2015,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2011-2015,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2011-2015,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2011-2015,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2011-2015,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2016-2021,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2016-2021,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2016-2021,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2016-2021,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2016-2021,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul before 1950,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul before 1950,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul before 1950,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul before 1950,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul before 1950,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_retire_2023,2030,OM-fixed,19.63,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul_retire_2023,2030,OM-fixed,19.63,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul_retire_2023,2030,OM-fixed,19.63,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul_retire_2023,2030,OM-fixed,19.63,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul_retire_2023,2030,OM-fixed,19.63,coal (conv pul) (dry cooling)
base load generation,biomass,biomass_base_conv,2035,OM-fixed,38.57,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2035,OM-fixed,38.57,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2035,OM-fixed,38.57,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2035,OM-fixed,38.57,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2035,OM-fixed,38.57,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2035,OM-fixed,38.86,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2035,OM-fixed,38.86,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2035,OM-fixed,38.86,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2035,OM-fixed,38.86,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2035,OM-fixed,57.09,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2035,OM-fixed,57.09,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2035,OM-fixed,57.09,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2035,OM-fixed,57.09,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2035,OM-fixed,64.17,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2035,OM-fixed,64.17,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2035,OM-fixed,64.17,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2035,OM-fixed,64.17,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2035,OM-fixed,19.13,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2035,OM-fixed,19.13,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2035,OM-fixed,19.13,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2035,OM-fixed,19.13,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2035,OM-fixed,19.13,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2035,OM-fixed,27.92,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2035,OM-fixed,27.92,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2035,OM-fixed,27.92,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2035,OM-fixed,27.92,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2035,OM-fixed,37.66,coal (IGCC) (once through)
